Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
,Aerolineas Argentinas,Economy Class,,13th July 2012,1,2,0,Australia,2,no,SYD-AKL-BA return. Very old aircraft untidy and looked quite dirty. No personal entertainment unit. Surly cabin crew with very poor service standards. Hardly saw FA's for the entire flight and no effort was made to prepare the cabin for landing. I also took an internal flight with this airline from BA to Ushuaia. On this flight the service was just as bad and my seat was broken. I will never use this airline again.,,1,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,76e49b96-d6fa-482f-beac-bca2be356159
,Aerolineas Argentinas,Economy Class,,25th June 2012,3,2,0,UnitedStates,2,no,We had a scheduled flight from AEP (Buenos Aires) to Resistencia. When we checked in we were told that the flight was on time. Just before boarding time we were told that the flight was cancelled. We were told that all flights were full for 3 days but they would work on something. Long story short we stayed overnight at the airport (with 5 children) and the next day we were flown to Corrientes instead of Resistencia. We received nothing in compensation - no vouchers for food hotel or transportation - and not for lack of persistent trying. We did not even receive transportation cost for travel from Corrientes to Resistencia! We would never recommend this airline.,,4,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,1,0,53a89906-c766-4ac3-8aa4-484f5d6207c8
,Aerolineas Argentinas,Economy Class,,17th June 2012,5,4,0,UnitedKingdom,8,yes,Buenos Aires to Salta to Iguazu. Bit apprehensive after reading reviews but both flights were fine. Punctual efficient and even a decent snack. Both were on Embraer 190 operated by Austral and the second craft was new - excellent seats and seat-back IFE with personal headsets on a flight of less than 2 hours.,,5,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,64eeb091-64ea-46f1-ba74-cdf95768a5d0
,Aerolineas Argentinas,Economy Class,,13th June 2012,2,3,0,Australia,8,yes,I have flown a number of long distance and internal flights and am pleased with the airline. The international flight has the biggest leg room and is very comfortable. No TV's but not a problem - bring your own entertainment. Food is mediocre but drinks are served regularly. Internal flights are good - they new Embraers are great and the new B737's have suitable legroom. The Virgin sourced planes are tight in terms of legroom. The website is great and service when things go wrong is also friendly and good.,,5,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,6011de23-a886-48dd-bb12-6216f4f34505
,Aerolineas Argentinas,Business Class,,11th June 2012,1,3,0,Australia,2,no,Business Class return Sydney to Sau Paulo. Great price but pretty basic for the class paid. Worst was the return trip my agent had booked the ticket and I hadn't noticed that the flight home via Buenos Aires landed and took off from different airports. I thought they would arrange transfers - wrong. After much complaining they arranged a transfer with another bus company. We were lucky but others (including a mother and small child) got no guidance and had to get taxi's.,,3,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,ac7f9258-015c-4590-8866-e173503cd2a4
,Aerolineas Argentinas,Economy Class,,7th June 2012,1,1,0,NewZealand,1,no,Horrible food hot plane (and I feel the cold) seat didn't recline. No personal IFE had to watch a tiny screen at front of plane one movie wasn't in English. Didn't see staff much so couldn't get drinks. All flights delayed at both Auckland BA for 6 hrs each. Given measly meal voucher at BA that bought me nothing much. BA Airport was horrible and staff unhelpful. I had no personal effects for 24hrs once I arrived in Rio. I flew them to save $1000 over LAN Chile whom I will fly with next time and just spend the extra.,,1,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,1,0,c3bc99f6-2db1-4934-9635-b52ddb140a7f
,Aerolineas Argentinas,Economy Class,,29th May 2012,2,2,0,UnitedStates,9,yes,MIA-EZE round trip and AEP-UAQ. Service on the long haul was great from reservation process through check- in and inflight. Airbus 340 from and back to Miami had spacious economy class seats and attentive flight attendants. Onboard entertainment on the long haul was rudimentary at best and food was the worst airline food ever. Embraer 190 used on subsidiary Austral between AEP and UAQ was clean: spacious and had in- seat state of the art entertainment and refreshments. Had mobility issues and Aerolineas staff went the extra mile to take care of me. Favourable contrast in ground service with US carrier on arrival back to MIA was notable.,,5,5,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,9041000c-e9c8-44e5-be89-589b50c84d97
,Aerolineas Argentinas,Economy Class,,27th May 2012,4,4,0,Australia,8,yes,Salta to Mendoza on E190 and was impressed. On time newish and clean plane snack box with drink for short flight and even some seatback IFE was available. FA's were professional at all times but perhaps a little devoid of smiles.,,4,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,a983fb3f-106f-4374-a8a9-f36f06dc01b2
,Aerolineas Argentinas,Economy Class,,2nd May 2012,1,1,0,Australia,2,no,Flew Sydney to BA via Auckland return plus BA to Lima return. Except for BA to Sydney no onboard entertainment and food inedible. Cabin temperature ranged from acceptable to unbearably hot. Service non existent. Flight from BA to Sydney both seats could not be reclined so spent 14 hours sitting upright with seats in front reclined. Managed to change seats in Auckland. Only positives were flights were close to being on time and baggage came with flights.,,1,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,e3f256b8-4b69-45ca-8a50-414d2ee48af0
,Aerolineas Argentinas,Economy Class,,23rd April 2012,1,1,0,Australia,1,no,First 6 hours into the flight from Argentina to Sydney - no food or drinks offered to passengers. Audio didn't work food was horrible lots of trays given back full. Staff had little or no courtesy bad movies with the TV screen flickering at all times.,,3,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,1,0,56fd4c8d-9097-4c82-a741-2fdfc95447d7
,Aerolineas Argentinas,Economy Class,,8th April 2012,4,3,0,Sweden,7,yes,Flew Aerolineas/Austral on a domestic flight AEP-IGR and I have nothing to complain about. Check-in was good. Fairly new planes (E190) with IFE even for this short flight of slightly less than 2 hours. Was served a sandwich and something to drink.,,4,4,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,dcd546a2-f708-4521-8d1c-50630500ec1e
,Aerolineas Argentinas,Economy Class,,21st March 2012,1,4,0,Argentina,8,yes,"Flying on the now retired Boeing 474-400 from Buenos Aires to Madrid. Even though it didn't have an entertainment device (just an old 15"" TV on the roof) the seats were really comfortable with good recline. Food wasn't bad and the service was extremely friendly and helpful. Flight delayed 30 mins but arrived on time. Return flight on the same aircraft.",,5,5,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,753bc310-2c3b-4c03-8909-c44e6b51d650
,Aerolineas Argentinas,Economy Class,,8th March 2012,0,4,0,Spain,4,no,MAD-EZE return plus 6 internal flights. Seats a bit worn but everything else OK. Internal flights a nightmare due to constant delays and cancellations. Due to cancellation they paid for 2 free hotel nights + dinner. When we decided to skip one of our destinations there were no sales people available to make the change. The change was done by check-in staff who were very friendly but clueless. It turned out they forgot to delete the one leg thus the system counted us as no-show and cancelled our tickets for the flight back! Luckily the plane was half empty so they could re-activate the tickets at EZE.,,4,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,b9a9565a-2490-468b-9cf8-a10e5aac3b19
,Aerolineas Argentinas,Economy Class,,1st March 2012,0,1,0,UnitedStates,2,no,Flight from Bariloche to Buenos Aires delayed 7 hours because of weather. We had a connection from BA to Iguazu that was missed despite airline staff at Bariloche airily dismissing our concerns. Staff did not communicate. The next day we flew to Iguaza with no food or drinks. Staff were hostile uncaring and rude. Planes are old and not very clean.,,2,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,3,0,48cc4eea-49e7-4979-b1a3-de66b39f9428
,Aerolineas Argentinas,Economy Class,,21st February 2012,2,2,0,UnitedStates,1,no,"Miami to EZE. No online check-in or boarding pass. I had one carry on bag and they tried to make me check it. The plane seemed old the food was ok 2 movies on overhead monitors however my headset didn't work. Attendants were friendly hardly ever saw them except for the 2 ""meals"" no diet coke and no soft drinks available for breakfast. Landed 25 minutes late after a 9 hour flight with the announcement ""another on-time arrival"". Saying it doesn't make it so. I have to return on them but I'll not use them again.",,2,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,426273c3-6836-44e1-b3ed-a7e2687b7652
